Indice,Fecha,ID_aerolinea,Matricula,Num_vuelo,ID_Origgen_Seq,Origen,ID_Destino_Seq,Destino,Hora_salida,Retraso_Salida,Hora_llegada,Retraso_llegada,Retraso_Clima
5277,08/01/2018,20398,N850AE,3343,1449202,RDU,1295304,LGA,1047,6,1226,-4,4.030194512
5278,08/01/2018,20398,N843AE,3344,1393102,ORF,1295304,LGA,900,-11,1043,-9,4.030194512
5279,08/01/2018,20398,N675AE,3346,1129806,DFW,1190502,GGG,2045,-5,2139,-1,4.030194512
5280,08/01/2018,20398,N230NN,3347,1084905,BZN,1393006,ORD,1259,0,1836,,4.030194512
5281,08/01/2018,20398,N230NN,3347,1393006,ORD,1084905,BZN,951,-4,1222,8,4.030194512
5282,08/01/2018,20398,N941LT,3348,1393006,ORD,1026802,ALO,2059,9,2215,18,0
5283,08/01/2018,20398,N823AE,3349,1199502,GSO,1105703,CLT,732,-10,903,19,0
5284,08/01/2018,20398,N824AE,3350,1129806,DFW,1337702,MLU,822,-8,921,-20,4.030194512
5285,08/01/2018,20398,N824AE,3350,1337702,MLU,1129806,DFW,955,-11,1129,-6,4.030194512
5286,08/01/2018,20398,N676AE,3351,1393006,ORD,1504803,SUX,2155,65,2355,89,0
5287,08/01/2018,20398,N531EG,3352,1079206,BUF,1393006,ORD,1141,-4,1220,-19,4.030194512
5288,08/01/2018,20398,N531EG,3352,1393006,ORD,1079206,BUF,843,-2,1108,-6,4.030194512
5289,08/01/2018,20398,N836AE,3353,1013603,ABI,1129806,DFW,503,-6,553,-13,4.030194512
5290,08/01/2018,20398,N806AE,3354,1295304,LGA,1449202,RDU,1224,-11,1408,-11,4.030194512
5292,08/01/2018,20398,N238NN,3355,1079206,BUF,1393006,ORD,1920,83,2038,101,0
5293,08/01/2018,20398,N238NN,3355,1393006,ORD,1079206,BUF,1455,0,1743,16,0
5294,08/01/2018,20398,N250NN,3357,1052906,BDL,1393006,ORD,833,-1,959,-16,4.030194512
5295,08/01/2018,20398,N222NS,3358,1039707,ATL,1393006,ORD,1620,67,1734,53,0
5296,08/01/2018,20398,N222NS,3358,1393006,ORD,1039707,ATL,1139,-1,1438,-4,4.030194512
5297,08/01/2018,20398,N670AE,3359,1468502,SAV,1330303,MIA,757,-3,936,-2,4.030194512
5298,08/01/2018,20398,N657AE,3360,1393006,ORD,1478302,SGF,1004,-11,1130,-20,4.030194512
5299,08/01/2018,20398,N222NS,3361,1069302,BNA,1393006,ORD,917,9,1043,-16,4.030194512
5300,08/01/2018,20398,N222NS,3361,1393006,ORD,1069302,BNA,701,-9,839,1,4.030194512
5301,08/01/2018,20398,N661JA,3362,1100303,CID,1393006,ORD,1244,84,1400,84,0
5302,08/01/2018,20398,N661JA,3362,1393006,ORD,1100303,CID,951,-4,1050,-5,4.030194512
5303,08/01/2018,20398,N531EG,3363,1393006,ORD,1452401,RIC,1452,-2,1841,56,0
5304,08/01/2018,20398,N531EG,3363,1452401,RIC,1393006,ORD,1910,51,2035,61,0
5305,08/01/2018,20398,N677AE,3364,1129806,DFW,1306106,LRD,2103,-2,2213,-8,4.030194512
5306,08/01/2018,20398,N255NN,3365,1393006,ORD,1430705,PVD,1849,9,2213,6,4.030194512
5307,08/01/2018,20398,N674RJ,3366,1078502,BTV,1393006,ORD,1648,61,1835,72,0
5308,08/01/2018,20398,N674RJ,3366,1393006,ORD,1078502,BTV,1309,59,1613,51,0
5309,08/01/2018,20398,N649PP,3367,1330303,MIA,1393102,ORF,1453,-7,1712,-9,4.030194512
5310,08/01/2018,20398,N649PP,3367,1393102,ORF,1330303,MIA,1801,-12,2029,-10,4.030194512
5311,08/01/2018,20398,N933JN,3369,1046902,AZO,1393006,ORD,1112,4,1058,-16,4.030194512
5312,08/01/2018,20398,N933JN,3369,1393006,ORD,1046902,AZO,843,-2,1050,15,0
5313,08/01/2018,20398,N522AE,3372,1106606,CMH,1393006,ORD,603,1,614,-10,4.030194512
5314,08/01/2018,20398,N800AE,3373,1129806,DFW,1541105,TYR,1701,0,1748,3,4.030194512
5315,08/01/2018,20398,N800AE,3373,1541105,TYR,1129806,DFW,1807,-7,1854,-23,4.030194512
5316,08/01/2018,20398,N831AE,3374,1143302,DTW,1295304,LGA,957,-6,1205,5,4.030194512
5317,08/01/2018,20398,N831AE,3374,1295304,LGA,1143302,DTW,653,-6,852,-6,4.030194512
5318,08/01/2018,20398,N649PP,3375,1330303,MIA,1452401,RIC,2140,0,24,12,4.030194512
5319,08/01/2018,20398,N653AE,3376,1099402,CHS,1330303,MIA,555,-5,732,-11,4.030194512
5320,08/01/2018,20398,N236NN,3377,1299206,LIT,1129806,DFW,1219,-2,1336,-3,4.030194512
5322,08/01/2018,20398,N935AE,3380,1059904,BHM,1330303,MIA,622,-2,926,-5,4.030194512
5323,08/01/2018,20398,N661JA,3382,1068502,BMI,1393006,ORD,1738,58,1852,67,0
5324,08/01/2018,20398,N661JA,3382,1393006,ORD,1068502,BMI,1524,4,1713,66,0
5325,08/01/2018,20398,N233NN,3383,1129806,DFW,1299206,LIT,728,-7,849,1,4.030194512
5326,08/01/2018,20398,N233NN,3383,1299206,LIT,1129806,DFW,913,-6,1024,-20,4.030194512
5327,08/01/2018,20398,N242NN,3384,1129806,DFW,1591904,XNA,2304,49,10,46,0
5328,08/01/2018,20398,N908AE,3387,1120302,CWA,1393006,ORD,946,-10,1056,-19,4.030194512
5329,08/01/2018,20398,N908AE,3387,1393006,ORD,1120302,CWA,820,-5,921,-2,4.030194512
5330,08/01/2018,20398,N693AE,3388,1299206,LIT,1393006,ORD,1551,15,1842,63,0
5331,08/01/2018,20398,N693AE,3388,1393006,ORD,1299206,LIT,1322,-3,1515,5,4.030194512
5332,08/01/2018,20398,N922AE,3389,1119302,CVG,1393006,ORD,1017,-9,1026,-23,4.030194512
5333,08/01/2018,20398,N922AE,3389,1393006,ORD,1119302,CVG,719,-5,924,-8,4.030194512
5334,08/01/2018,20398,N851AE,3390,1247805,JFK,1393102,ORF,1654,54,1910,89,0
5335,08/01/2018,20398,N851AE,3390,1393102,ORF,1247805,JFK,1939,91,2112,92,0
5336,08/01/2018,20398,N816AE,3391,1104205,CLE,1247805,JFK,1152,-8,1323,-22,4.030194512
5337,08/01/2018,20398,N857AE,3392,1233904,IND,1295304,LGA,1446,20,1734,57,0
5338,08/01/2018,20398,N857AE,3392,1295304,LGA,1233904,IND,1158,23,1422,24,0
5339,08/01/2018,20398,N662EH,3393,1330303,MIA,1059904,BHM,2210,20,2332,40,0
5340,08/01/2018,20398,N622AE,3394,1129806,DFW,1327702,MGM,1016,-4,1247,38,0
5341,08/01/2018,20398,N622AE,3394,1327702,MGM,1129806,DFW,1311,37,1506,32,0
5342,08/01/2018,20398,N244NN,3395,1027903,AMA,1129806,DFW,1755,-11,1927,-2,4.030194512
5343,08/01/2018,20398,N244NN,3395,1129806,DFW,1027903,AMA,1622,-3,1728,-6,4.030194512
5346,08/01/2018,20398,N538EG,3399,1106606,CMH,1393006,ORD,1536,19,1736,112,19
5347,08/01/2018,20398,N538EG,3399,1393006,ORD,1106606,CMH,1231,16,1444,5,4.030194512
5348,08/01/2018,20398,N687JS,3401,1336705,MLI,1393006,ORD,558,-2,650,-14,4.030194512
5349,08/01/2018,20398,N235NN,3402,1393006,ORD,1412202,PIT,1752,157,2033,170,35
5350,08/01/2018,20398,N235NN,3402,1412202,PIT,1393006,ORD,2109,173,2152,168,0
5351,08/01/2018,20398,N535EA,3403,1104205,CLE,1393006,ORD,554,-7,615,-15,4.030194512
5352,08/01/2018,20398,N664MS,3404,1330303,MIA,1468502,SAV,2148,-2,2343,14,4.030194512
5353,08/01/2018,20398,N817AE,3405,1129806,DFW,1541105,TYR,908,-2,1009,7,4.030194512
5354,08/01/2018,20398,N817AE,3405,1541105,TYR,1129806,DFW,1026,-3,1113,-21,4.030194512
5355,08/01/2018,20398,N925AE,3406,1120302,CWA,1393006,ORD,1640,10,1931,100,0
5356,08/01/2018,20398,N925AE,3406,1393006,ORD,1120302,CWA,1502,-3,1602,-3,4.030194512
5357,08/01/2018,20398,N939AE,3407,1079206,BUF,1393006,ORD,1639,89,1725,80,0
5358,08/01/2018,20398,N939AE,3407,1393006,ORD,1079206,BUF,1205,-5,1427,-18,4.030194512
5359,08/01/2018,20398,N536EA,3408,1393006,ORD,1104205,CLE,2215,0,54,25,0
5360,08/01/2018,20398,N676AE,3409,1288403,LAN,1393006,ORD,1712,91,1701,69,0
5361,08/01/2018,20398,N676AE,3409,1393006,ORD,1288403,LAN,1313,-8,1511,-5,4.030194512
5362,08/01/2018,20398,N245NN,3410,1430705,PVD,1393006,ORD,654,-6,835,-13,4.030194512
5363,08/01/2018,20398,N242NN,3413,1129806,DFW,1299206,LIT,1838,16,2000,23,0
5364,08/01/2018,20398,N242NN,3413,1299206,LIT,1129806,DFW,2019,11,2133,3,4.030194512
5365,08/01/2018,20398,N521AE,3415,1111105,COU,1393006,ORD,1009,-10,1135,-8,4.030194512
5366,08/01/2018,20398,N521AE,3415,1393006,ORD,1111105,COU,828,-2,941,0,4.030194512
5367,08/01/2018,20398,N833AE,3416,1069302,BNA,1295304,LGA,1445,-9,1915,51,0
5368,08/01/2018,20398,N833AE,3416,1295304,LGA,1069302,BNA,1257,5,1419,-10,4.030194512
5369,08/01/2018,20398,N249NN,3418,1163703,FAR,1129806,DFW,654,-4,938,-2,4.030194512
5370,08/01/2018,20398,N233NN,3419,1299206,LIT,1129806,DFW,527,-10,631,-24,4.030194512
5371,08/01/2018,20398,N827AE,3420,1295304,LGA,1069302,BNA,1929,30,2121,48,30
5372,08/01/2018,20398,N809AE,3421,1143302,DTW,1295304,LGA,1421,14,1748,100,0
5373,08/01/2018,20398,N809AE,3421,1295304,LGA,1143302,DTW,1153,18,1346,4,4.030194512
5374,08/01/2018,20398,N933JN,3423,1172105,FNT,1393006,ORD,1950,37,2004,30,0
5375,08/01/2018,20398,N933JN,3423,1393006,ORD,1172105,FNT,1641,-3,1918,33,0
5376,08/01/2018,20398,N523AE,3424,1104205,CLE,1393006,ORD,1611,-7,1735,40,0
5377,08/01/2018,20398,N523AE,3424,1393006,ORD,1104205,CLE,1321,6,1541,9,4.030194512
5378,08/01/2018,20398,N809AE,3425,1412202,PIT,1295304,LGA,551,-3,716,-8,4.030194512
5379,08/01/2018,20398,N261NN,3426,1129806,DFW,1294503,LEX,1543,-2,1840,-15,4.030194512
5380,08/01/2018,20398,N261NN,3426,1294503,LEX,1129806,DFW,1939,4,2102,7,4.030194512
5381,08/01/2018,20398,N656AE,3427,1330303,MIA,1419306,PNS,1651,13,1737,12,4.030194512
5382,08/01/2018,20398,N656AE,3427,1419306,PNS,1330303,MIA,1759,6,2048,3,4.030194512
5384,08/01/2018,20398,N527EA,3432,1385103,OKC,1393006,ORD,1241,24,1832,,4.030194512
5385,08/01/2018,20398,N527EA,3432,1393006,ORD,1385103,OKC,950,0,1205,18,0
5386,08/01/2018,20398,N826AE,3433,1295304,LGA,1473003,SDF,2054,25,22,89,25
5387,08/01/2018,20398,N228NN,3435,1129806,DFW,1591904,XNA,1032,-3,1143,-6,4.030194512
5388,08/01/2018,20398,N228NN,3435,1591904,XNA,1129806,DFW,1218,-1,1331,-4,4.030194512
5389,08/01/2018,20398,N229NN,3436,1129806,DFW,1591904,XNA,2021,6,2123,-7,4.030194512
5390,08/01/2018,20398,N852AE,3437,1015502,ACT,1129806,DFW,1839,-4,1936,-4,4.030194512
5391,08/01/2018,20398,N852AE,3437,1129806,DFW,1015502,ACT,1735,-4,1815,-2,4.030194512
5392,08/01/2018,20398,N663AR,3438,1199603,GSP,1393006,ORD,1913,51,2033,57,0
5393,08/01/2018,20398,N663AR,3438,1393006,ORD,1199603,GSP,1505,-5,1850,54,0
5394,08/01/2018,20398,N837AE,3439,1098002,CHA,1129806,DFW,1241,2,1343,-7,4.030194512
5395,08/01/2018,20398,N837AE,3439,1129806,DFW,1098002,CHA,856,-4,1214,11,4.030194512
5396,08/01/2018,20398,N815AE,3440,1295304,LGA,1412202,PIT,1420,-10,1703,59,0
5397,08/01/2018,20398,N807AE,3441,1119302,CVG,1247805,JFK,1324,43,1535,47,0
5398,08/01/2018,20398,N661JA,3442,1106702,CMI,1393006,ORD,752,-9,854,-15,4.030194512
5399,08/01/2018,20398,N908AE,3443,1329002,MHK,1393006,ORD,520,-12,657,-19,4.030194512
5400,08/01/2018,20398,N922AE,3446,1393006,ORD,1294503,LEX,2227,97,43,95,0
5401,08/01/2018,20398,N644AE,3449,1129806,DFW,1106702,CMI,1827,-3,2030,-2,4.030194512
5404,08/01/2018,20398,N681AE,3453,1198603,GRR,1393006,ORD,1749,113,1902,179,0
5405,08/01/2018,20398,N681AE,3453,1393006,ORD,1198603,GRR,1345,17,1553,32,0
5406,08/01/2018,20398,N821AE,3454,1013603,ABI,1129806,DFW,1830,-1,1925,-9,4.030194512
5407,08/01/2018,20398,N821AE,3454,1129806,DFW,1013603,ABI,1712,-3,1800,-3,4.030194512
5408,08/01/2018,20398,N222NS,3455,1142306,DSM,1393006,ORD,1949,2,2108,-7,4.030194512
5409,08/01/2018,20398,N222NS,3455,1393006,ORD,1142306,DSM,1806,42,1915,35,0
5410,08/01/2018,20398,N931AE,3539,1478302,SGF,1129806,DFW,1551,-3,1719,-10,4.030194512
5411,08/01/2018,20398,N931AE,3540,1478302,SGF,1393006,ORD,559,-9,740,-10,4.030194512
5412,08/01/2018,20398,N655AE,3541,1393006,ORD,1120302,CWA,2218,-2,11,52,0
5413,08/01/2018,20398,N529EA,3542,1385103,OKC,1393006,ORD,1939,22,2200,35,0
5414,08/01/2018,20398,N529EA,3542,1393006,ORD,1385103,OKC,1638,3,1913,43,0
5415,08/01/2018,20398,N846AE,3543,1069302,BNA,1247805,JFK,749,-8,1111,-16,4.030194512
5416,08/01/2018,20398,N223NN,3544,1245102,JAX,1393006,ORD,1055,5,1218,-16,4.030194512
5417,08/01/2018,20398,N223NN,3544,1393006,ORD,1245102,JAX,656,-4,1022,2,4.030194512
5418,08/01/2018,20398,N827AE,3546,1295304,LGA,1457405,ROA,1201,26,1352,34,0
5419,08/01/2018,20398,N827AE,3546,1457405,ROA,1295304,LGA,1509,86,1747,137,0
5420,08/01/2018,20398,N678AE,3547,1026802,ALO,1393006,ORD,1313,-2,1910,,4.030194512
5421,08/01/2018,20398,N678AE,3547,1393006,ORD,1026802,ALO,1141,-4,1235,-14,4.030194512
5422,08/01/2018,20398,N928AE,3548,1478302,SGF,1129806,DFW,825,25,951,16,0
5423,08/01/2018,20398,N841AE,3549,1295304,LGA,1432105,PWM,625,-4,724,-21,4.030194512
5424,08/01/2018,20398,N841AE,3549,1432105,PWM,1295304,LGA,805,-7,928,-16,4.030194512
5425,08/01/2018,20398,N849AE,3550,1295304,LGA,1232305,ILM,2230,151,45,169,0
5426,08/01/2018,20398,N662EH,3552,1245102,JAX,1330303,MIA,959,2,1117,-2,4.030194512
5427,08/01/2018,20398,N662EH,3552,1330303,MIA,1245102,JAX,807,-3,915,-10,4.030194512
5428,08/01/2018,20398,N257NN,3553,1082106,BWI,1393006,ORD,1622,66,1734,52,0
5429,08/01/2018,20398,N257NN,3553,1393006,ORD,1082106,BWI,1142,-3,1435,-11,4.030194512
5430,08/01/2018,20398,N673AE,3555,1306106,LRD,1129806,DFW,627,-10,749,-21,4.030194512
5431,08/01/2018,20398,N689EC,3556,1323002,MDT,1393006,ORD,1132,-1,1230,-15,4.030194512
5432,08/01/2018,20398,N689EC,3556,1393006,ORD,1323002,MDT,836,15,1110,6,4.030194512
5433,08/01/2018,20398,N840AE,3557,1129806,DFW,1540103,TXK,852,-8,957,-4,4.030194512
5434,08/01/2018,20398,N840AE,3557,1540103,TXK,1129806,DFW,1024,-9,1137,-4,4.030194512
5435,08/01/2018,20398,N663AR,3558,1172105,FNT,1393006,ORD,1400,-8,1413,-15,4.030194512
5436,08/01/2018,20398,N663AR,3558,1393006,ORD,1172105,FNT,1131,-9,1324,-15,4.030194512
5437,08/01/2018,20398,N507AE,3559,1324402,MEM,1393006,ORD,550,-1,739,-6,4.030194512
5438,08/01/2018,20398,N848AE,3560,1295304,LGA,1449202,RDU,1455,-5,1641,-10,4.030194512
5439,08/01/2018,20398,N848AE,3560,1449202,RDU,1295304,LGA,1943,143,2115,122,0
5440,08/01/2018,20398,N238NN,3561,1393006,ORD,1299206,LIT,2118,28,2310,30,0
5444,08/01/2018,20398,N250NN,3564,1393006,ORD,1348502,MSN,2235,10,2341,23,0
5445,08/01/2018,20398,N698CB,3565,1199502,GSO,1330303,MIA,731,12,929,0,4.030194512
5446,08/01/2018,20398,N245NN,3566,1039707,ATL,1393006,ORD,1955,40,2157,75,0
5447,08/01/2018,20398,N245NN,3566,1393006,ORD,1039707,ATL,1522,-3,1909,37,0
5448,08/01/2018,20398,N236NN,3567,1387102,OMA,1393006,ORD,554,-6,732,-15,4.030194512
5449,08/01/2018,20398,N835AE,3568,1247805,JFK,1233904,IND,1459,0,1824,56,0
5450,08/01/2018,20398,N249NN,3569,1129806,DFW,1198202,GRK,2217,-3,2313,8,4.030194512
5451,08/01/2018,20398,N664MS,3570,1524906,TLH,1330303,MIA,612,-7,735,-11,4.030194512
5452,08/01/2018,20398,N855AE,3571,1496002,SPS,1129806,DFW,518,-3,610,-5,4.030194512
5453,08/01/2018,20398,N538EG,3572,1106606,CMH,1393006,ORD,915,25,925,5,4.030194512
5454,08/01/2018,20398,N222NS,3573,1393006,ORD,1412202,PIT,2238,28,122,45,0
5455,08/01/2018,20398,N685AE,3574,1129806,DFW,1306106,LRD,839,-6,956,-11,4.030194512
5456,08/01/2018,20398,N685AE,3574,1306106,LRD,1129806,DFW,1019,-13,1142,-24,4.030194512
5457,08/01/2018,20398,N543EA,3576,1393006,ORD,1591904,XNA,1324,-5,1454,-17,4.030194512
5458,08/01/2018,20398,N543EA,3576,1591904,XNA,1393006,ORD,1636,51,1829,49,0
5459,08/01/2018,20398,N642AE,3577,1106702,CMI,1393006,ORD,623,-7,716,-19,4.030194512
5460,08/01/2018,20398,N257NN,3578,1393006,ORD,1591904,XNA,1911,98,2042,83,0
5461,08/01/2018,20398,N694AE,3579,1330303,MIA,1195302,GNV,2150,-5,2317,3,4.030194512
5462,08/01/2018,20398,N844AE,3580,1105703,CLT,1199502,GSO,2100,35,2158,44,35
5465,08/01/2018,20398,N260NN,3582,1348502,MSN,1129806,DFW,653,-12,911,-20,4.030194512
5468,08/01/2018,20398,N221NN,3585,1129806,DFW,1198202,GRK,919,10,1023,21,0
5469,08/01/2018,20398,N221NN,3585,1198202,GRK,1129806,DFW,1055,20,1143,5,4.030194512
5472,08/01/2018,20398,N838AE,3588,1129806,DFW,1507402,SWO,2220,-10,2322,-8,4.030194512
5473,08/01/2018,20398,N687JS,3589,1329002,MHK,1393006,ORD,1642,61,1842,67,0
5474,08/01/2018,20398,N687JS,3589,1393006,ORD,1329002,MHK,1334,-1,1600,46,0
5475,08/01/2018,20398,N230NN,3591,1393006,ORD,1245102,JAX,1922,53,2241,39,0
5476,08/01/2018,20398,N933JN,3592,1069302,BNA,1393006,ORD,1358,-5,1553,-3,4.030194512
5477,08/01/2018,20398,N933JN,3592,1393006,ORD,1069302,BNA,1200,-5,1327,-11,4.030194512
5478,08/01/2018,20398,N810AE,3593,1129806,DFW,1015502,ACT,2212,-3,2252,4,4.030194512
5479,08/01/2018,20398,N248NN,3594,1509602,SYR,1393006,ORD,742,-5,845,-15,4.030194512
5480,08/01/2018,20398,N542EA,3595,1233904,IND,1393006,ORD,2016,49,2107,87,0
5481,08/01/2018,20398,N542EA,3595,1393006,ORD,1233904,IND,1745,51,1946,49,0
5482,08/01/2018,20398,N824AE,3596,1129806,DFW,1013603,ABI,2019,-1,2102,-6,4.030194512
5483,08/01/2018,20398,N689EC,3598,1100303,CID,1393006,ORD,601,-7,705,-15,4.030194512
5484,08/01/2018,20398,N663AR,3599,1393006,ORD,1538005,TVC,2104,9,2327,28,0
5485,08/01/2018,20398,N676AE,3600,1040805,ATW,1393006,ORD,1923,80,2128,134,0
5486,08/01/2018,20398,N676AE,3600,1393006,ORD,1040805,ATW,1740,55,1854,77,0
5487,08/01/2018,20398,N657AE,3601,1046902,AZO,1393006,ORD,631,11,612,-10,4.030194512
5488,08/01/2018,20398,N825AE,3602,1099005,CHO,1295304,LGA,2139,104,2310,100,0
5489,08/01/2018,20398,N900AE,3603,1059904,BHM,1393006,ORD,1504,4,1739,19,0
5490,08/01/2018,20398,N900AE,3603,1393006,ORD,1059904,BHM,1214,-6,1404,-8,4.030194512
5492,08/01/2018,20398,N246NN,3605,1393006,ORD,1233904,IND,1935,45,2132,33,0
5493,08/01/2018,20398,N821AE,3606,1129806,DFW,1496002,SPS,1422,-3,1505,-10,4.030194512
5494,08/01/2018,20398,N821AE,3606,1496002,SPS,1129806,DFW,1539,-5,1638,-2,4.030194512
5495,08/01/2018,20398,N824AE,3607,1129806,DFW,1507402,SWO,1240,-5,1335,-17,4.030194512
5496,08/01/2018,20398,N824AE,3607,1507402,SWO,1129806,DFW,1413,-11,1513,-17,4.030194512
5497,08/01/2018,20398,N254NN,3608,1126702,DAY,1129806,DFW,603,-9,724,-15,4.030194512
5498,08/01/2018,20398,N250NN,3609,1042302,AUS,1393006,ORD,1902,36,2150,30,0
5499,08/01/2018,20398,N250NN,3609,1393006,ORD,1042302,AUS,1452,-3,1830,54,0
5500,08/01/2018,20398,N812AE,3610,1295304,LGA,1119302,CVG,1927,47,2230,91,0
5501,08/01/2018,20398,N258NN,3611,1393006,ORD,1537002,TUL,2122,27,2345,53,0
5502,08/01/2018,20398,N688AE,3612,1129806,DFW,1496002,SPS,914,6,1030,25,0
5503,08/01/2018,20398,N688AE,3612,1496002,SPS,1129806,DFW,1045,13,1140,6,4.030194512
5504,08/01/2018,20398,N506AE,3613,1111105,COU,1393006,ORD,620,-4,743,-7,4.030194512
5505,08/01/2018,20398,N254NN,3614,1129806,DFW,1591904,XNA,845,0,1001,2,4.030194512
5506,08/01/2018,20398,N254NN,3614,1591904,XNA,1129806,DFW,1044,12,1157,7,4.030194512
5507,08/01/2018,20398,N243NN,3615,1129806,DFW,1163703,FAR,1128,18,1400,8,4.030194512
5508,08/01/2018,20398,N243NN,3615,1163703,FAR,1129806,DFW,1434,-9,1654,-26,4.030194512
5509,08/01/2018,20398,N835AE,3616,1106606,CMH,1295304,LGA,623,-7,817,-2,4.030194512
5510,08/01/2018,20398,N846AE,3617,1247805,JFK,1449202,RDU,1154,-11,1337,-17,4.030194512
5511,08/01/2018,20398,N846AE,3617,1449202,RDU,1247805,JFK,1413,-7,1556,-13,4.030194512
5512,08/01/2018,20398,N668HH,3618,1538005,TVC,1393006,ORD,725,-13,747,-13,4.030194512
5513,08/01/2018,20398,N932AE,3619,1199502,GSO,1393006,ORD,1938,92,2140,141,0
5514,08/01/2018,20398,N932AE,3619,1393006,ORD,1199502,GSO,1451,-4,1825,45,0
5515,08/01/2018,20398,N226NN,3620,1129806,DFW,1198202,GRK,1657,4,1756,14,4.030194512
5516,08/01/2018,20398,N226NN,3620,1198202,GRK,1129806,DFW,1823,5,1936,17,0
5517,08/01/2018,20398,N258NN,3621,1226603,IAH,1393006,ORD,1111,-8,1348,-17,4.030194512
5518,08/01/2018,20398,N258NN,3621,1393006,ORD,1226603,IAH,733,-1,954,-23,4.030194512
5521,08/01/2018,20398,N655AE,3624,1329002,MHK,1393006,ORD,1233,3,1448,33,0
5522,08/01/2018,20398,N655AE,3624,1393006,ORD,1329002,MHK,1025,0,1212,10,4.030194512
5523,08/01/2018,20398,N668HH,3626,1393006,ORD,1478302,SGF,2059,24,2240,30,0
5524,08/01/2018,20398,N227NN,3627,1127805,DCA,1299206,LIT,1749,-10,1949,7,4.030194512
5525,08/01/2018,20398,N837AE,3628,1129806,DFW,1291503,LCH,1445,0,1558,1,4.030194512
5526,08/01/2018,20398,N837AE,3628,1291503,LCH,1129806,DFW,1621,-3,1734,-11,4.030194512
5527,08/01/2018,20398,N254NN,3629,1129806,DFW,1481402,SHV,1237,8,1333,4,4.030194512
5528,08/01/2018,20398,N254NN,3629,1481402,SHV,1129806,DFW,1408,9,1509,1,4.030194512
5529,08/01/2018,20398,N935AE,3630,1330303,MIA,1104205,CLE,2152,22,106,39,0
5530,08/01/2018,20398,N848AE,3631,1199502,GSO,1105703,CLT,537,-12,622,-20,4.030194512
5531,08/01/2018,20398,N855AE,3632,1013603,ABI,1129806,DFW,829,-13,926,-19,4.030194512
5532,08/01/2018,20398,N671AE,3633,1245102,JAX,1330303,MIA,700,35,821,35,0
5533,08/01/2018,20398,N834AE,3634,1393102,ORF,1295304,LGA,519,-6,641,-18,4.030194512
5534,08/01/2018,20398,N248NN,3636,1393006,ORD,1537002,TUL,951,-5,1148,-4,4.030194512
5535,08/01/2018,20398,N248NN,3636,1537002,TUL,1393006,ORD,1220,-2,1902,,4.030194512
5536,08/01/2018,20398,N825AE,3637,1295304,LGA,1099005,CHO,1030,0,1203,0,4.030194512
5537,08/01/2018,20398,N667GB,3638,1119302,CVG,1330303,MIA,558,-2,840,1,4.030194512
5538,08/01/2018,20398,N527EA,3639,1432105,PWM,1393006,ORD,655,-5,857,2,4.030194512
5539,08/01/2018,20398,N693AE,3640,1198603,GRR,1393006,ORD,2129,31,2138,33,0
5540,08/01/2018,20398,N693AE,3640,1393006,ORD,1198603,GRR,1921,52,2109,46,0
5541,08/01/2018,20398,N681AE,3641,1127402,DBQ,1393006,ORD,1216,39,1319,34,0
5542,08/01/2018,20398,N681AE,3641,1393006,ORD,1127402,DBQ,1100,40,1148,36,0
5543,08/01/2018,20398,N800AE,3642,1018502,AEX,1129806,DFW,1021,-1,1136,-9,4.030194512
5544,08/01/2018,20398,N800AE,3642,1129806,DFW,1018502,AEX,842,-3,956,-1,4.030194512
5545,08/01/2018,20398,N941LT,3643,1393006,ORD,1504803,SUX,1144,79,1337,101,0
5546,08/01/2018,20398,N941LT,3643,1504803,SUX,1393006,ORD,1645,259,1815,246,0
5547,08/01/2018,20398,N528EG,3644,1104205,CLE,1393006,ORD,2135,64,2145,40,0
5548,08/01/2018,20398,N527EA,3644,1393006,ORD,1104205,CLE,1931,157,2159,167,0
5549,08/01/2018,20398,N698CB,3645,1104205,CLE,1330303,MIA,1743,-5,2046,-1,4.030194512
5550,08/01/2018,20398,N698CB,3645,1330303,MIA,1104205,CLE,1408,-7,1654,-16,4.030194512
5552,08/01/2018,20398,N838AE,3647,1013603,ABI,1129806,DFW,734,-4,817,-23,4.030194512
5553,08/01/2018,20398,N251NN,3649,1393006,ORD,1430705,PVD,1252,-3,1610,-5,4.030194512
5554,08/01/2018,20398,N251NN,3649,1430705,PVD,1393006,ORD,1644,-1,1902,25,0
5555,08/01/2018,20398,N529EA,3651,1025702,ALB,1393006,ORD,646,-16,814,-15,4.030194512
5556,08/01/2018,20398,N807AE,3653,1247805,JFK,1412202,PIT,1742,132,1938,137,0
5557,08/01/2018,20398,N939AE,3654,1163703,FAR,1393006,ORD,555,1,740,-10,4.030194512
5558,08/01/2018,20398,N230NN,3656,1299206,LIT,1393006,ORD,651,-7,836,-23,4.030194512
5560,08/01/2018,20398,N522AE,3657,1393006,ORD,1198603,GRR,1158,-5,1350,-9,4.030194512
5563,08/01/2018,20398,N928AE,3660,1478302,SGF,1393006,ORD,1239,0,1506,42,0
5564,08/01/2018,20398,N810AE,3661,1129806,DFW,1198202,GRK,1822,-3,1944,32,0
5565,08/01/2018,20398,N810AE,3661,1198202,GRK,1129806,DFW,2005,14,2103,10,4.030194512
5566,08/01/2018,20398,N543EA,3662,1104205,CLE,1393006,ORD,1159,0,1203,-31,4.030194512
