Indice,Fecha,ID_aerolinea,Matricula,Num_vuelo,ID_Origgen_Seq,Origen,ID_Destino_Seq,Destino,Hora_salida,Retraso_Salida,Hora_llegada,Retraso_llegada,Retraso_Clima
2078,08/01/2018,19790,N963AT,873,1143302,DTW,1501606,STL,1817,45,1840,28,0
2079,08/01/2018,19790,N963AT,873,1501606,STL,1143302,DTW,1911,24,2137,14,4.030194512
2080,08/01/2018,19790,N375NC,874,1295304,LGA,1169706,FLL,1125,5,1426,-6,4.030194512
2081,08/01/2018,19790,N984DL,875,1039707,ATL,1082106,BWI,1702,3,1836,-25,4.030194512
2082,08/01/2018,19790,N984DL,875,1082106,BWI,1039707,ATL,1941,-4,2223,39,0
2083,08/01/2018,19790,N935AT,876,1348702,MSP,1105703,CLT,2012,-4,12,26,0
2084,08/01/2018,19790,N340NB,877,1289208,LAX,1233904,IND,2211,-4,507,-13,4.030194512
2085,08/01/2018,19790,N947DN,878,1348702,MSP,1188402,GEG,842,-3,931,-22,4.030194512
2086,08/01/2018,19790,N603AT,879,1199603,GSP,1039707,ATL,1900,2,2022,13,4.030194512
2087,08/01/2018,19790,N924DL,880,1039707,ATL,1082106,BWI,1959,0,2202,-2,4.030194512
2088,08/01/2018,19790,N339NW,881,1039707,ATL,1042302,AUS,1152,-4,1304,-2,4.030194512
2089,08/01/2018,19790,N339NW,881,1042302,AUS,1039707,ATL,1404,13,1714,12,4.030194512
2090,08/01/2018,19790,N858DZ,882,1039707,ATL,1405702,PDX,1337,20,1548,33,0
2091,08/01/2018,19790,N904DE,883,1039707,ATL,1334207,MKE,1003,23,1045,4,4.030194512
2092,08/01/2018,19790,N904DE,883,1334207,MKE,1039707,ATL,1129,8,1428,8,4.030194512
2093,08/01/2018,19790,N851DN,884,1143302,DTW,1486903,SLC,1410,0,1547,-16,4.030194512
2094,08/01/2018,19790,N902DE,885,1039707,ATL,1198603,GRR,1536,14,1748,30,0
2095,08/01/2018,19790,N902DE,885,1198603,GRR,1039707,ATL,1830,32,2037,38,0
2096,08/01/2018,19790,N330NW,886,1039707,ATL,1295304,LGA,659,59,913,63,0
2097,08/01/2018,19790,N827DN,887,1039707,ATL,1405702,PDX,1700,15,1914,17,0
2098,08/01/2018,19790,N342NB,888,1143302,DTW,1199603,GSP,2100,-5,2248,4,4.030194512
2099,08/01/2018,19790,N350DN,889,1039707,ATL,1449202,RDU,2250,22,5,10,4.030194512
2100,08/01/2018,19790,N3737C,890,1119302,CVG,1289208,LAX,1446,1,1611,-9,4.030194512
2101,08/01/2018,19790,N334DN,891,1330303,MIA,1039707,ATL,557,-3,743,-9,4.030194512
2102,08/01/2018,19790,N830MH,893,1289208,LAX,1247805,JFK,1142,37,2011,16,0
2103,08/01/2018,19790,N952DL,894,1172105,FNT,1039707,ATL,556,-4,810,9,4.030194512
2104,08/01/2018,19790,N975AT,895,1039707,ATL,1221702,HSV,2004,11,2016,21,8
2105,08/01/2018,19790,N3752,896,1289208,LAX,1477104,SFO,826,-4,949,-26,4.030194512
2106,08/01/2018,19790,N6711M,897,1039707,ATL,1320402,MCO,1303,8,1425,-5,4.030194512
2107,08/01/2018,19790,N6711M,897,1320402,MCO,1039707,ATL,1532,1,1713,-5,4.030194512
2108,08/01/2018,19790,N375NC,898,1169706,FLL,1295304,LGA,658,-7,941,-23,4.030194512
2109,08/01/2018,19790,N907DA,899,1348702,MSP,1410702,PHX,1423,-7,1538,-2,4.030194512
2110,08/01/2018,19790,N907DA,899,1410702,PHX,1348702,MSP,1618,-2,2202,37,0
2111,08/01/2018,19790,N326DN,900,1072102,BOS,1039707,ATL,558,-2,901,14,4.030194512
2112,08/01/2018,19790,N545US,902,1039707,ATL,1143302,DTW,1514,19,1656,-3,4.030194512
2113,08/01/2018,19790,N333DX,903,1039707,ATL,1072102,BOS,2309,48,131,41,20
2114,08/01/2018,19790,N332NW,904,1295304,LGA,1039707,ATL,656,-4,944,19,0
2115,08/01/2018,19790,N316NB,905,1490803,SNA,1348702,MSP,644,-1,1214,-6,4.030194512
2116,08/01/2018,19790,N337DN,906,1039707,ATL,1295304,LGA,2108,38,2313,15,0
2117,08/01/2018,19790,N879DN,907,1486903,SLC,1477104,SFO,2238,3,2359,12,4.030194512
2118,08/01/2018,19790,N557NW,913,1474703,SEA,1247805,JFK,1539,129,15,130,129
2119,08/01/2018,19790,N924DN,914,1106606,CMH,1039707,ATL,815,-5,955,1,4.030194512
2120,08/01/2018,19790,N945DN,915,1143302,DTW,1052906,BDL,1602,-3,1733,-17,4.030194512
2121,08/01/2018,19790,N965AT,916,1143302,DTW,1129806,DFW,1715,-5,1906,-1,4.030194512
2122,08/01/2018,19790,N908DA,917,1486903,SLC,1014005,ABQ,2021,-4,2153,-7,4.030194512
2123,08/01/2018,19790,N946DL,920,1039707,ATL,1324402,MEM,1151,40,1204,35,0
2124,08/01/2018,19790,N946DL,920,1324402,MEM,1039707,ATL,1350,100,1603,80,0
2125,08/01/2018,19790,N801DZ,921,1143302,DTW,1474703,SEA,708,-2,844,-20,4.030194512
2126,08/01/2018,19790,N844DN,922,1484306,SJU,1039707,ATL,720,-5,1050,-14,4.030194512
2127,08/01/2018,19790,N925AT,923,1143302,DTW,1319801,MCI,1539,-1,1638,-7,4.030194512
2128,08/01/2018,19790,N925AT,923,1319801,MCI,1143302,DTW,1717,-3,2018,3,4.030194512
2129,08/01/2018,19790,N3757D,924,1143302,DTW,1449202,RDU,707,-3,844,-9,4.030194512
2130,08/01/2018,19790,N891DN,925,1477104,SFO,1486903,SLC,555,-5,836,-16,4.030194512
2131,08/01/2018,19790,N307DX,926,1245102,JAX,1039707,ATL,532,2,636,3,4.030194512
2132,08/01/2018,19790,N326NB,927,1295304,LGA,1348702,MSP,1621,-8,1918,44,0
2133,08/01/2018,19790,N329NB,928,1129202,DEN,1295304,LGA,718,-1,1253,-21,4.030194512
2134,08/01/2018,19790,N940DN,929,1119302,CVG,1039707,ATL,1207,-1,1339,-3,4.030194512
2135,08/01/2018,19790,N3739P,930,1143302,DTW,1072102,BOS,1425,26,1622,25,0
2136,08/01/2018,19790,N923DN,931,1348702,MSP,1530402,TPA,957,0,1402,-2,4.030194512
2137,08/01/2018,19790,N923DN,931,1530402,TPA,1348702,MSP,1457,13,1727,23,0
2138,08/01/2018,19790,N3766,932,1348702,MSP,1072102,BOS,1137,107,1550,126,0
2139,08/01/2018,19790,N323NB,935,1127805,DCA,1143302,DTW,735,0,903,-7,4.030194512
2140,08/01/2018,19790,N906DL,936,1039707,ATL,1402702,PBI,1410,15,1550,3,4.030194512
2141,08/01/2018,19790,N906DL,936,1402702,PBI,1039707,ATL,1634,7,1824,-1,4.030194512
2142,08/01/2018,19790,N6710E,939,1127805,DCA,1486903,SLC,1642,-3,1911,-16,4.030194512
2143,08/01/2018,19790,N912DE,940,1330303,MIA,1039707,ATL,849,-5,1039,-10,4.030194512
2144,08/01/2018,19790,N667DN,941,1319801,MCI,1039707,ATL,556,-4,904,3,4.030194512
2145,08/01/2018,19790,N974DL,942,1039707,ATL,1199502,GSO,814,-2,920,-10,4.030194512
2146,08/01/2018,19790,N974DL,942,1199502,GSO,1039707,ATL,1212,122,1327,117,0
2147,08/01/2018,19790,N377NW,943,1143302,DTW,1119302,CVG,1745,0,1842,-8,4.030194512
2148,08/01/2018,19790,N326DN,945,1039707,ATL,1467903,SAN,1003,12,1117,-5,4.030194512
2149,08/01/2018,19790,N717JL,946,1072102,BOS,1295304,LGA,1305,5,1418,-1,4.030194512
2150,08/01/2018,19790,N915AT,947,1039707,ATL,1099005,CHO,2015,43,2153,41,1
2151,08/01/2018,19790,N965AT,949,1129806,DFW,1486903,SLC,1940,-2,2128,3,4.030194512
2152,08/01/2018,19790,N358NB,950,1143302,DTW,1295304,LGA,1910,100,2049,95,0
2153,08/01/2018,19790,N3738B,951,1486903,SLC,1289208,LAX,1105,5,1210,7,4.030194512
2154,08/01/2018,19790,N3744F,952,1289208,LAX,1474703,SEA,1640,10,1916,3,4.030194512
2155,08/01/2018,19790,N946DN,953,1039707,ATL,1468305,SAT,1952,-2,2143,19,0
2156,08/01/2018,19790,N987DN,954,1062003,BIL,1486903,SLC,1308,5,1429,2,4.030194512
2157,08/01/2018,19790,N915AT,955,1562404,VPS,1039707,ATL,911,96,1123,99,0
2158,08/01/2018,19790,N906DA,956,1348702,MSP,1025702,ALB,2019,-4,32,33,0
2159,08/01/2018,19790,N684DA,957,1143302,DTW,1490803,SNA,838,0,1020,-14,4.030194512
2160,08/01/2018,19790,N684DA,957,1490803,SNA,1143302,DTW,1149,14,1914,19,14
2161,08/01/2018,19790,N933DN,958,1039707,ATL,1125203,DAB,1956,33,2131,40,0
2162,08/01/2018,19790,N922AT,959,1348702,MSP,1161802,EWR,1814,19,2203,11,4.030194512
2164,08/01/2018,19790,N971AT,961,1039707,ATL,1043105,AVL,1640,15,1800,36,0
2165,08/01/2018,19790,N971AT,961,1043105,AVL,1039707,ATL,1840,41,1945,33,0
2166,08/01/2018,19790,N971DL,963,1161802,EWR,1039707,ATL,554,-6,820,6,4.030194512
2167,08/01/2018,19790,N331NW,964,1295304,LGA,1143302,DTW,556,-4,742,-8,4.030194512
2168,08/01/2018,19790,N336NB,965,1486903,SLC,1244102,JAC,2024,-1,2119,-7,4.030194512
2169,08/01/2018,19790,N900DU,966,1129202,DEN,1039707,ATL,1130,0,1624,-5,4.030194512
2170,08/01/2018,19790,N541US,967,1298202,LIH,1289208,LAX,29,99,853,98,0
2171,08/01/2018,19790,N815DN,968,1143302,DTW,1129202,DEN,2100,30,2150,9,4.030194512
2172,08/01/2018,19790,N869DN,969,1530402,TPA,1039707,ATL,825,-5,1001,-2,4.030194512
2173,08/01/2018,19790,N309DN,970,1072102,BOS,1039707,ATL,1527,12,1814,15,0
2174,08/01/2018,19790,N896DN,971,1143302,DTW,1477104,SFO,1810,-5,2014,-15,4.030194512
2175,08/01/2018,19790,N915DE,972,1039707,ATL,1393006,ORD,1024,-2,1110,-29,4.030194512
2176,08/01/2018,19790,N915DE,972,1393006,ORD,1039707,ATL,1219,-1,1513,-14,4.030194512
2177,08/01/2018,19790,N837DN,973,1143302,DTW,1295304,LGA,2154,117,2353,117,0
2178,08/01/2018,19790,N989AT,974,1143302,DTW,1393006,ORD,832,-4,923,17,0
2179,08/01/2018,19790,N906DA,975,1052906,BDL,1348702,MSP,852,13,1028,-7,4.030194512
2180,08/01/2018,19790,N994DL,976,1039707,ATL,1226603,IAH,1352,-1,1458,-6,4.030194512
2181,08/01/2018,19790,N994DL,976,1226603,IAH,1039707,ATL,1556,12,1859,-2,4.030194512
2182,08/01/2018,19790,N917DL,977,1393006,ORD,1039707,ATL,559,-1,851,-5,4.030194512
2183,08/01/2018,19790,N352NB,978,1486903,SLC,1457002,RNO,1105,0,1143,13,4.030194512
2184,08/01/2018,19790,N330NB,979,1233904,IND,1289208,LAX,741,-2,859,-11,4.030194512
2185,08/01/2018,19790,N328DN,980,1039707,ATL,1072102,BOS,1626,87,1931,111,0
2186,08/01/2018,19790,N327DN,981,1072102,BOS,1039707,ATL,1417,27,1656,24,0
2187,08/01/2018,19790,N893DN,982,1288903,LAS,1143302,DTW,22,-1,710,-9,4.030194512
2188,08/01/2018,19790,N391DA,983,1474703,SEA,1289208,LAX,1930,10,2212,2,4.030194512
2189,08/01/2018,19790,N322US,984,1039707,ATL,1247805,JFK,25,161,227,127,19
2190,08/01/2018,19790,N396DA,986,1486903,SLC,1161802,EWR,1728,23,2344,8,4.030194512
2191,08/01/2018,19790,N585NW,987,1477104,SFO,1143302,DTW,858,-2,1644,13,4.030194512
2192,08/01/2018,19790,N977AT,988,1039707,ATL,1357702,MYR,1602,42,1712,32,0
2193,08/01/2018,19790,N977AT,988,1357702,MYR,1039707,ATL,1738,17,1903,16,0
2194,08/01/2018,19790,N776DE,990,1541205,TYS,1039707,ATL,549,-1,640,-7,4.030194512
2195,08/01/2018,19790,N319DN,991,1039707,ATL,1143302,DTW,1338,-2,1531,-3,4.030194512
2196,08/01/2018,19790,N855DN,992,1039707,ATL,1477104,SFO,2158,18,45,55,18
2197,08/01/2018,19790,N353NW,993,1320402,MCO,1072102,BOS,708,-2,957,-5,4.030194512
2198,08/01/2018,19790,N895DN,994,1072102,BOS,1348702,MSP,800,0,1007,-10,4.030194512
2199,08/01/2018,19790,N377NW,995,1320402,MCO,1072102,BOS,1100,0,1344,-11,4.030194512
2200,08/01/2018,19790,N963AT,996,1143302,DTW,1105703,CLT,2207,-4,2349,-9,4.030194512
2201,08/01/2018,19790,N659DL,997,1039707,ATL,1490803,SNA,856,-4,1029,-5,4.030194512
2202,08/01/2018,19790,N659DL,997,1490803,SNA,1039707,ATL,1124,-5,1837,-21,4.030194512
2203,08/01/2018,19790,N3752,998,1289208,LAX,1474703,SEA,2052,-3,2319,-16,4.030194512
2204,08/01/2018,19790,N352DN,999,1143302,DTW,1072102,BOS,2251,51,31,44,0
2205,08/01/2018,19790,N916DN,1050,1198603,GRR,1348702,MSP,1831,18,1907,17,0
2206,08/01/2018,19790,N916DN,1050,1348702,MSP,1198603,GRR,1506,-4,1731,-2,4.030194512
2207,08/01/2018,19790,N304DQ,1051,1039707,ATL,1059904,BHM,1427,11,1425,21,0
2208,08/01/2018,19790,N906DE,1052,1039707,ATL,1334207,MKE,1234,19,1325,8,4.030194512
2209,08/01/2018,19790,N906DE,1052,1334207,MKE,1039707,ATL,1421,22,1726,22,16
2210,08/01/2018,19790,N326DN,1054,1467903,SAN,1039707,ATL,1228,8,2003,17,0
2211,08/01/2018,19790,N324US,1055,1143302,DTW,1348702,MSP,2152,102,2241,96,0
2212,08/01/2018,19790,N987DN,1056,1486903,SLC,1490803,SNA,1548,40,1631,31,0
2213,08/01/2018,19790,N987DN,1056,1490803,SNA,1486903,SLC,1722,42,2007,38,0
2214,08/01/2018,19790,N319DN,1057,1039707,ATL,1452401,RIC,2011,-3,2157,2,4.030194512
2215,08/01/2018,19790,N6705Y,1058,1039707,ATL,1320402,MCO,1156,1,1314,-10,4.030194512
2216,08/01/2018,19790,N317DN,1059,1320402,MCO,1295304,LGA,1639,44,2000,76,0
2217,08/01/2018,19790,N805DN,1060,1039707,ATL,1477104,SFO,1518,10,1714,-4,4.030194512
2218,08/01/2018,19790,N680DA,1061,1289208,LAX,1320402,MCO,959,-1,1758,-11,4.030194512
2219,08/01/2018,19790,N680DA,1061,1320402,MCO,1289208,LAX,1957,42,2215,51,42
2220,08/01/2018,19790,N943DL,1062,1039707,ATL,1052906,BDL,2250,27,110,20,20
2221,08/01/2018,19790,N545US,1063,1143302,DTW,1039707,ATL,1829,-1,2046,12,4.030194512
2222,08/01/2018,19790,N723TW,1064,1289208,LAX,1247805,JFK,1621,16,107,31,0
2223,08/01/2018,19790,N914DL,1065,1052906,BDL,1039707,ATL,557,-3,822,-8,4.030194512
2224,08/01/2018,19790,N927DA,1066,1039707,ATL,1069302,BNA,950,-5,953,-10,4.030194512
2225,08/01/2018,19790,N927DA,1066,1069302,BNA,1039707,ATL,1039,-6,1243,-13,4.030194512
2226,08/01/2018,19790,N807DN,1067,1405702,PDX,1143302,DTW,1215,5,1927,13,4.030194512
2227,08/01/2018,19790,N920DE,1068,1410005,PHL,1039707,ATL,809,-1,1026,2,4.030194512
2228,08/01/2018,19790,N907DE,1069,1039707,ATL,1106606,CMH,833,8,959,-3,4.030194512
2229,08/01/2018,19790,N907DE,1069,1106606,CMH,1039707,ATL,1041,-1,1212,-2,4.030194512
2230,08/01/2018,19790,N858DZ,1070,1143302,DTW,1039707,ATL,1020,0,1229,10,4.030194512
2231,08/01/2018,19790,N317DN,1071,1295304,LGA,1320402,MCO,1204,9,1455,9,4.030194512
2232,08/01/2018,19790,N852DN,1072,1039707,ATL,1412202,PIT,2254,8,44,8,4.030194512
2233,08/01/2018,19790,N803DN,1073,1143302,DTW,1039707,ATL,722,-3,924,-1,4.030194512
2234,08/01/2018,19790,N874DN,1074,1348702,MSP,1486903,SLC,1433,3,1604,-11,4.030194512
2235,08/01/2018,19790,N607AT,1075,1039707,ATL,1221702,HSV,6,64,2350,50,0
2236,08/01/2018,19790,N3758Y,1076,1319801,MCI,1348702,MSP,1716,1,1853,4,4.030194512
2237,08/01/2018,19790,N3758Y,1076,1348702,MSP,1319801,MCI,1506,-1,1631,-4,4.030194512
2238,08/01/2018,19790,N937AT,1077,1058102,BGR,1247805,JFK,1818,147,1957,138,0
2239,08/01/2018,19790,N958DL,1078,1419306,PNS,1039707,ATL,713,-7,934,-1,4.030194512
2240,08/01/2018,19790,N812DN,1079,1348502,MSN,1348702,MSP,627,-3,720,-28,4.030194512
2241,08/01/2018,19790,N823DN,1080,1501606,STL,1039707,ATL,720,10,953,11,4.030194512
2242,08/01/2018,19790,N306DN,1081,1039707,ATL,1402702,PBI,2323,101,113,103,0
2243,08/01/2018,19790,N334DN,1082,1039707,ATL,1042302,AUS,1848,11,2000,1,4.030194512
2244,08/01/2018,19790,N368NW,1083,1042302,AUS,1143302,DTW,728,13,1107,-2,4.030194512
2245,08/01/2018,19790,N305DN,1085,1039707,ATL,1449202,RDU,2355,23,109,13,4.030194512
2246,08/01/2018,19790,N988DL,1087,1039707,ATL,1125203,DAB,1238,22,1350,16,0
2247,08/01/2018,19790,N988DL,1087,1125203,DAB,1039707,ATL,1439,25,1624,39,0
2248,08/01/2018,19790,N345NB,1088,1348702,MSP,1490803,SNA,1933,-2,2114,-15,4.030194512
2249,08/01/2018,19790,N934AT,1089,1161802,EWR,1039707,ATL,953,-7,1220,-5,4.030194512
2250,08/01/2018,19790,N307DX,1090,1039707,ATL,1245102,JAX,1439,-1,1541,-11,4.030194512
2251,08/01/2018,19790,N307DX,1090,1245102,JAX,1039707,ATL,1656,6,1821,12,4.030194512
2252,08/01/2018,19790,N549US,1091,1289208,LAX,1039707,ATL,729,-1,1438,-17,4.030194512
2253,08/01/2018,19790,N949DL,1092,1199603,GSP,1039707,ATL,652,-8,755,0,4.030194512
2254,08/01/2018,19790,N956DL,1093,1039707,ATL,1226402,IAD,1519,8,1656,-7,4.030194512
2255,08/01/2018,19790,N956DL,1093,1226402,IAD,1039707,ATL,1744,-1,2025,29,0
2256,08/01/2018,19790,N309DE,1094,1039707,ATL,1385103,OKC,1945,18,2112,32,0
2257,08/01/2018,19790,N977AT,1095,1039707,ATL,1105703,CLT,1155,13,1255,0,4.030194512
2258,08/01/2018,19790,N977AT,1095,1105703,CLT,1039707,ATL,1329,-1,1448,-7,4.030194512
2259,08/01/2018,19790,N539US,1096,1474703,SEA,1275804,KOA,1729,106,2018,86,0
2260,08/01/2018,19790,N979AT,1097,1449202,RDU,1348702,MSP,1312,52,1441,27,0
2261,08/01/2018,19790,N994DL,1098,1387102,OMA,1039707,ATL,539,-1,915,20,0
2262,08/01/2018,19790,N6708D,1099,1348702,MSP,1029906,ANC,2214,-2,51,-19,4.030194512
2263,08/01/2018,19790,N944DL,1100,1059904,BHM,1039707,ATL,553,23,745,14,4.030194512
2264,08/01/2018,19790,N895DN,1101,1348702,MSP,1082106,BWI,2023,-2,37,39,0
2265,08/01/2018,19790,N907DE,1102,1039707,ATL,1468502,SAV,1758,4,1852,-20,4.030194512
2266,08/01/2018,19790,N907DE,1102,1468502,SAV,1039707,ATL,1949,-6,2055,-14,4.030194512
2267,08/01/2018,19790,N857DZ,1103,1169706,FLL,1348702,MSP,1527,-3,1815,-12,4.030194512
2268,08/01/2018,19790,N857DZ,1103,1348702,MSP,1169706,FLL,912,-1,1353,-2,4.030194512
2269,08/01/2018,19790,N993AT,1104,1348702,MSP,1449202,RDU,1249,-3,1613,-14,4.030194512
2270,08/01/2018,19790,N993AT,1104,1449202,RDU,1348702,MSP,1707,5,1848,-7,4.030194512
2271,08/01/2018,19790,N366NB,1105,1244102,JAC,1486903,SLC,1252,16,1348,15,0
2272,08/01/2018,19790,N366NB,1105,1486903,SLC,1244102,JAC,1113,13,1221,25,0
2273,08/01/2018,19790,N807DN,1106,1289208,LAX,1143302,DTW,2338,8,654,-4,4.030194512
2274,08/01/2018,19790,N952AT,1107,1039707,ATL,1086803,CAE,1813,37,1906,25,11
2275,08/01/2018,19790,N952AT,1107,1086803,CAE,1039707,ATL,2002,46,2112,42,0
2276,08/01/2018,19790,N880DN,1108,1530402,TPA,1143302,DTW,1820,5,2031,-19,4.030194512
2277,08/01/2018,19790,N932AT,1109,1143302,DTW,1319801,MCI,1218,-2,1311,-14,4.030194512
2278,08/01/2018,19790,N673DL,1110,1039707,ATL,1320402,MCO,1556,1,1746,10,4.030194512
2279,08/01/2018,19790,N673DL,1110,1320402,MCO,1039707,ATL,1926,51,2127,64,50
2280,08/01/2018,19790,N928DN,1111,1039707,ATL,1457606,ROC,2159,20,2348,-2,4.030194512
2281,08/01/2018,19790,N912DN,1112,1125203,DAB,1039707,ATL,556,-4,714,-3,4.030194512
2282,08/01/2018,19790,N916DL,1113,1039707,ATL,1393102,ORF,801,10,927,0,4.030194512
2283,08/01/2018,19790,N916DL,1113,1393102,ORF,1039707,ATL,1008,1,1150,-1,4.030194512
2284,08/01/2018,19790,N389DA,1114,1486903,SLC,1082106,BWI,1710,-1,24,64,0
2285,08/01/2018,19790,N308DN,1115,1039707,ATL,1410702,PHX,1745,58,1832,51,0
2286,08/01/2018,19790,N990AT,1116,1039707,ATL,1323202,MDW,1436,10,1513,-11,4.030194512
2287,08/01/2018,19790,N990AT,1116,1323202,MDW,1039707,ATL,1549,-10,2014,73,0
2288,08/01/2018,19790,N921DL,1117,1468502,SAV,1039707,ATL,851,-9,1003,-4,4.030194512
2289,08/01/2018,19790,N945DL,1118,1039707,ATL,1059904,BHM,1802,27,1752,17,7
2290,08/01/2018,19790,N955DL,1119,1039707,ATL,1349505,MSY,1408,108,1447,124,0
2291,08/01/2018,19790,N955DL,1119,1349505,MSY,1039707,ATL,1518,113,1748,108,0
2292,08/01/2018,19790,N923DN,1120,1071302,BOI,1348702,MSP,529,0,913,1,4.030194512
2293,08/01/2018,19790,N913DE,1121,1532305,TRI,1039707,ATL,735,-6,900,6,4.030194512
2294,08/01/2018,19790,N690DL,1122,1348702,MSP,1039707,ATL,727,-3,1045,-13,4.030194512
2295,08/01/2018,19790,N321US,1124,1039707,ATL,1452401,RIC,1918,17,2103,23,17
2296,08/01/2018,19790,N863DN,1125,1039707,ATL,1289208,LAX,1213,-2,1332,-18,4.030194512
2297,08/01/2018,19790,N608AT,1126,1072102,BOS,1449202,RDU,1431,-6,1650,7,4.030194512
2298,08/01/2018,19790,N920AT,1127,1039707,ATL,1100303,CID,2305,74,5,65,9
2299,08/01/2018,19790,N326DN,1128,1039707,ATL,1289208,LAX,2117,9,2258,8,4.030194512
2300,08/01/2018,19790,N595NW,1129,1289208,LAX,1039707,ATL,1240,0,2010,-7,4.030194512
2301,08/01/2018,19790,N949DN,1130,1039707,ATL,1348702,MSP,2308,39,37,26,5
2302,08/01/2018,19790,N342NW,1131,1295304,LGA,1039707,ATL,1841,71,2218,121,0
2303,08/01/2018,19790,N931DN,1132,1039707,ATL,1432105,PWM,1600,45,1854,55,0
2304,08/01/2018,19790,N931DN,1132,1432105,PWM,1039707,ATL,2017,98,2304,89,0
2305,08/01/2018,19790,N959DL,1133,1039707,ATL,1334207,MKE,828,13,912,-7,4.030194512
2306,08/01/2018,19790,N959DL,1133,1334207,MKE,1039707,ATL,1002,3,1302,5,4.030194512
2307,08/01/2018,19790,N935DL,1134,1039707,ATL,1402702,PBI,830,-1,1012,-10,4.030194512
2308,08/01/2018,19790,N935DL,1134,1402702,PBI,1039707,ATL,1052,-10,1238,-7,4.030194512
2309,08/01/2018,19790,N894AT,1135,1039707,ATL,1221702,HSV,1908,47,1916,52,5
2310,08/01/2018,19790,N894AT,1135,1221702,HSV,1039707,ATL,1955,56,2151,47,0
2311,08/01/2018,19790,N811DZ,1136,1039707,ATL,1463502,RSW,1351,-1,1530,-7,4.030194512
2312,08/01/2018,19790,N811DZ,1136,1463502,RSW,1039707,ATL,1627,-5,1824,0,4.030194512
2313,08/01/2018,19790,N923AT,1137,1039707,ATL,1161802,EWR,1450,90,1642,56,0
2314,08/01/2018,19790,N774DE,1138,1039707,ATL,1119302,CVG,1634,6,1814,19,0
2315,08/01/2018,19790,N929AT,1139,1105703,CLT,1348702,MSP,609,-3,735,-24,4.030194512
2316,08/01/2018,19790,N1402A,1140,1289208,LAX,1039707,ATL,1154,39,1903,8,4.030194512
2317,08/01/2018,19790,N352NB,1142,1405702,PDX,1486903,SLC,2141,186,12,173,0
2318,08/01/2018,19790,N352NB,1142,1486903,SLC,1405702,PDX,2020,200,2108,198,0
2319,08/01/2018,19790,N37700,1143,1129202,DEN,1486903,SLC,1427,-8,1546,-21,4.030194512
2320,08/01/2018,19790,N997DL,1144,1039707,ATL,1385103,OKC,809,-6,912,-10,4.030194512
2321,08/01/2018,19790,N997DL,1144,1385103,OKC,1039707,ATL,958,-4,1251,-14,4.030194512
2322,08/01/2018,19790,N349NW,1145,1295304,LGA,1143302,DTW,1239,-1,1448,1,4.030194512
2323,08/01/2018,19790,N905DL,1146,1125203,DAB,1039707,ATL,707,-3,919,45,0
2324,08/01/2018,19790,N390DA,1147,1143302,DTW,1405702,PDX,2005,-5,2207,6,4.030194512
2325,08/01/2018,19790,N390DA,1147,1405702,PDX,1143302,DTW,2259,11,557,2,4.030194512
2326,08/01/2018,19790,N776DE,1148,1039707,ATL,1119302,CVG,732,0,853,-1,4.030194512
2327,08/01/2018,19790,N591NW,1149,1143302,DTW,1289208,LAX,1618,36,1756,21,0
2328,08/01/2018,19790,N591NW,1149,1289208,LAX,1217305,HNL,1914,24,2158,20,0
2329,08/01/2018,19790,N587NW,1150,1217305,HNL,1289208,LAX,723,-2,1534,-16,4.030194512
2330,08/01/2018,19790,N868DN,1150,1289208,LAX,1039707,ATL,1642,12,2,4,4.030194512
2331,08/01/2018,19790,N899DN,1151,1348702,MSP,1477104,SFO,1122,-3,1307,-31,4.030194512
2332,08/01/2018,19790,N683DA,1152,1039707,ATL,1143302,DTW,2156,88,2334,65,21
2333,08/01/2018,19790,N928DN,1153,1039707,ATL,1082106,BWI,1050,-6,1239,-7,4.030194512
2334,08/01/2018,19790,N928DN,1153,1082106,BWI,1039707,ATL,1336,7,1542,11,4.030194512
2335,08/01/2018,19790,N934AT,1154,1039707,ATL,1323202,MDW,1812,43,1849,14,4.030194512
2336,08/01/2018,19790,N934AT,1154,1323202,MDW,1039707,ATL,1927,17,2210,0,4.030194512
2337,08/01/2018,19790,N878DN,1155,1039707,ATL,1530402,TPA,2256,32,15,20,19
2338,08/01/2018,19790,N909DE,1156,1039707,ATL,1419306,PNS,2130,49,2138,41,0
2339,08/01/2018,19790,N398DA,1157,1289208,LAX,1319801,MCI,950,20,1457,-3,4.030194512
2340,08/01/2018,19790,N398DA,1157,1319801,MCI,1289208,LAX,1538,-2,1645,-26,4.030194512
2341,08/01/2018,19790,N918DH,1158,1039707,ATL,1104205,CLE,1421,-3,1553,-22,4.030194512
2342,08/01/2018,19790,N918DH,1158,1104205,CLE,1039707,ATL,1655,-4,1844,0,4.030194512
2343,08/01/2018,19790,N980DL,1159,1039707,ATL,1079206,BUF,1354,-3,1542,-17,4.030194512
2344,08/01/2018,19790,N980DL,1159,1079206,BUF,1039707,ATL,1634,-6,1843,-4,4.030194512
2345,08/01/2018,19790,N941DL,1160,1039707,ATL,1226402,IAD,1014,23,1201,20,0
2346,08/01/2018,19790,N941DL,1160,1226402,IAD,1039707,ATL,1237,16,1429,10,4.030194512
2347,08/01/2018,19790,N993DL,1161,1039707,ATL,1126702,DAY,1221,16,1337,-1,4.030194512
2348,08/01/2018,19790,N993DL,1161,1126702,DAY,1039707,ATL,1420,0,1602,0,4.030194512
